what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1304924316772
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1304924316772
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1304924316787
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1304924316788
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1304924316803
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1304924316811
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1304924316812
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1304924316825
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1304924316826
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1304924316834
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1304924316835
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1304924316835
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1304924316836
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1304924316846
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1304924316847
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1304924316847
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1304924316848
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1304924316852
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1304924316861
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1304924316863
os,sysinfo,,,"win32",1304924316867
arch,sysinfo,,,"x86",1304924316867
ws,sysinfo,,,"win32",1304924316867
locale,sysinfo,,,"de_DE",1304924316867
processors,sysinfo,,,"4",1304924316867
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1304924316867
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1304924316867
java.specification.name,sysinfo,,,"Java Platform API Specification",1304924316867
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304924316867
java.specification.version,sysinfo,,,"1.6",1304924316867
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1304924316867
java.version,sysinfo,,,"1.6.0_21",1304924316867
java.vm.info,sysinfo,,,"mixed mode, sharing",1304924316867
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1304924316867
