what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335266912732
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1335266919360
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1335266920963
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335266926663
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335266927866
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335266932302
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335266940278
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335266943017
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335266948999
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335266972010
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335266973184
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335268675277
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1335268675299
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335268676680
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335269811540
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1335269811561
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335269813207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335270280058
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335270282088
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335270295787
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335270360092
