what,kind,bundleId,bundleVersion,description,time
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1298981228905
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.ModuleView",1298981228910
activated,perspective,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.CPerspective",1298981228968
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1298981228974
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1298981229951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981233142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981248893
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981267819
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981271426
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1298981277623
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981284561
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981285487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981290479
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981293559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981293845
error,log,,,"Failed command: target remote COM4",1298981297360
error,log,,,"Internal error logged from CDI Debug: ",1298981297368
error,log,,,"Internal error logged from CDI Debug: ",1298981297370
error,log,,,"Internal error logged from CDI Debug: ",1298981297371
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981298252
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1298981299038
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1298981327146
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1298981327226
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1298981327246
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.ModuleView",1298981327274
activated,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1298981327324
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1298981332604
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1298981332685
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1298981346842
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1298981357659
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1298981357687
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1298981372402
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1298981381200
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1298981381245
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1298981397638
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1298981468539
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1298981482245
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1298981482310
error,log,,,"Inferior terminated",1298981482326
error,log,,,"Inferior terminated",1298981482327
error,log,,,"Inferior terminated",1298981482327
error,log,,,"Inferior terminated",1298981482327
error,log,,,"Inferior terminated",1298981482328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298981485648
