what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1314371372086
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1314371372086
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1314371372086
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1314371372086
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1314371372086
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1314371372086
os,sysinfo,,,"win32",1314371372086
arch,sysinfo,,,"x86",1314371372086
ws,sysinfo,,,"win32",1314371372086
locale,sysinfo,,,"de_DE",1314371372086
processors,sysinfo,,,"2",1314371372086
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1314371372086
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1314371372086
java.specification.name,sysinfo,,,"Java Platform API Specification",1314371372086
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1314371372086
java.specification.version,sysinfo,,,"1.6",1314371372086
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1314371372086
java.version,sysinfo,,,"1.6.0_26",1314371372086
java.vm.info,sysinfo,,,"mixed mode, sharing",1314371372086
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1314371372086
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1314371372086
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1314371372086
java.vm.specification.version,sysinfo,,,"1.0",1314371372086
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1314371372086
java.vm.version,sysinfo,,,"20.1-b02",1314371372086
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1314371373116
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314371373537
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314371374832
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1314371376207
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1314371376222
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1314371377034
error,log,,,"Variable references empty selection: ${project_name}",1314371377080
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314371377096
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314371378079
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1314371380029
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1314371380029
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1314371381027
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1314371381043
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1314371381043
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1314371381043
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1314371381058
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1314371382150
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314371383211
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314371387049
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314371388827
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314371389779
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314371389841
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1314371390075
stopped,bundle,com.zylin.embeddedcdt,4.16.1,"com.zylin.embeddedcdt",1314371390122
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1314371390122
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1314371390122
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1314371390122
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1314371390122
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1314371390122
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1314371390122
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1314371390138
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1314371390138
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1314371390138
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1314371390138
